drugA	drugB	drugA_for_disease	drugB_for_disease	drugcomb	adv/app
DB01018	DB13532	True	False	('DB01018', 'DB13532')	1
DB01018	DB13430	True	False	('DB01018', 'DB13430')	1
DB01018	DB15861	True	False	('DB01018', 'DB15861')	1
DB01018	DB11652	True	False	('DB01018', 'DB11652')	1
DB01018	DB11932	True	False	('DB01018', 'DB11932')	1
DB01018	DB14881	True	False	('DB01018', 'DB14881')	1
DB01018	DB15762	True	False	('DB01018', 'DB15762')	1
DB01018	DB16629	True	False	('DB01018', 'DB16629')	1
DB01018	DB06207	True	False	('DB01018', 'DB06207')	1
DB01018	DB12016	True	False	('DB01018', 'DB12016')	1
DB01018	DB15569	True	False	('DB01018', 'DB15569')	1
DB01018	DB06595	True	False	('DB01018', 'DB06595')	1
DB01018	DB01026	True	False	('DB01018', 'DB01026')	1
DB01018	DB01072	True	False	('DB01018', 'DB01072')	1
DB01018	DB01149	True	False	('DB01018', 'DB01149')	1
DB01018	DB01167	True	False	('DB01018', 'DB01167')	1
DB01018	DB01183	True	False	('DB01018', 'DB01183')	1
DB01018	DB01211	True	False	('DB01018', 'DB01211')	1
DB01018	DB01263	True	False	('DB01018', 'DB01263')	1
DB01018	DB02520	True	False	('DB01018', 'DB02520')	1
DB01018	DB04868	True	False	('DB01018', 'DB04868')	1
DB01018	DB05521	True	False	('DB01018', 'DB05521')	1
DB01018	DB08873	True	False	('DB01018', 'DB08873')	1
DB01018	DB09065	True	False	('DB01018', 'DB09065')	1
DB01018	DB09101	True	False	('DB01018', 'DB09101')	1
DB01018	DB09118	True	False	('DB01018', 'DB09118')	1
DB01018	DB11730	True	False	('DB01018', 'DB11730')	1
DB01018	DB11779	True	False	('DB01018', 'DB11779')	1
DB01018	DB13179	True	False	('DB01018', 'DB13179')	1
DB01018	DB01232	True	False	('DB01018', 'DB01232')	1
DB01018	DB01264	True	False	('DB01018', 'DB01264')	1
DB01018	DB01601	True	False	('DB01018', 'DB01601')	1
DB01018	DB01118	True	False	('DB01018', 'DB01118')	1
DB01018	DB06448	True	False	('DB01018', 'DB06448')	1
DB01018	DB01406	True	False	('DB01018', 'DB01406')	1
DB01018	DB06712	True	False	('DB01018', 'DB06712')	1
DB01018	DB08865	True	False	('DB01018', 'DB08865')	1
DB01018	DB09231	True	False	('DB01018', 'DB09231')	1
DB01018	DB01087	True	False	('DB01018', 'DB01087')	1
DB01018	DB01110	True	False	('DB01018', 'DB01110')	1
DB01018	DB02703	True	False	('DB01018', 'DB02703')	1
DB01018	DB06290	True	False	('DB01018', 'DB06290')	1
DB01018	DB06636	True	False	('DB01018', 'DB06636')	1
DB01018	DB09048	True	False	('DB01018', 'DB09048')	1
DB01018	DB11581	True	False	('DB01018', 'DB11581')	1
DB01018	DB11633	True	False	('DB01018', 'DB11633')	1
DB01018	DB14019	True	False	('DB01018', 'DB14019')	1
DB01018	DB15982	True	False	('DB01018', 'DB15982')	1
DB01018	DB01045	True	False	('DB01018', 'DB01045')	1
DB01018	DB01174	True	False	('DB01018', 'DB01174')	1
DB01018	DB01234	True	False	('DB01018', 'DB01234')	1
DB01018	DB01320	True	False	('DB01018', 'DB01320')	1
DB01018	DB08899	True	False	('DB01018', 'DB08899')	1
DB01018	DB09280	True	False	('DB01018', 'DB09280')	1
DB01018	DB11753	True	False	('DB01018', 'DB11753')	1
DB01018	DB11901	True	False	('DB01018', 'DB11901')	1
DB01018	DB12265	True	False	('DB01018', 'DB12265')	1
DB01018	DB01201	True	False	('DB01018', 'DB01201')	1
DB01018	DB11672	True	False	('DB01018', 'DB11672')	1
DB01018	DB11201	True	False	('DB01018', 'DB11201')	1
DB01018	DB11323	True	False	('DB01018', 'DB11323')	1
DB01018	DB15226	True	False	('DB01018', 'DB15226')	1
DB01018	DB15119	True	False	('DB01018', 'DB15119')	1
DB01018	DB14960	True	False	('DB01018', 'DB14960')	1
DB01018	DB05667	True	False	('DB01018', 'DB05667')	1
DB01018	DB15031	True	False	('DB01018', 'DB15031')	1
DB01018	DB11697	True	False	('DB01018', 'DB11697')	1
DB01018	DB14921	True	False	('DB01018', 'DB14921')	1
DB01018	DB14568	True	False	('DB01018', 'DB14568')	1
DB01018	DB08912	True	False	('DB01018', 'DB08912')	1
DB01018	DB09517	True	False	('DB01018', 'DB09517')	1
DB01018	DB16165	True	False	('DB01018', 'DB16165')	1
DB01018	DB12095	True	False	('DB01018', 'DB12095')	1
DB01018	DB05084	True	False	('DB01018', 'DB05084')	1
DB01018	DB05087	True	False	('DB01018', 'DB05087')	1
DB01018	DB12513	True	False	('DB01018', 'DB12513')	1
DB01018	DB12543	True	False	('DB01018', 'DB12543')	1
DB01018	DB08820	True	False	('DB01018', 'DB08820')	1
DB01018	DB16672	True	False	('DB01018', 'DB16672')	1
DB01018	DB12255	True	False	('DB01018', 'DB12255')	1
DB01018	DB12500	True	False	('DB01018', 'DB12500')	1
DB01018	DB16371	True	False	('DB01018', 'DB16371')	1
DB01018	DB14924	True	False	('DB01018', 'DB14924')	1
DB01018	DB15490	True	False	('DB01018', 'DB15490')	1
DB01019	DB01116	False	True	('DB01019', 'DB01116')	1
DB01020	DB08931	False	True	('DB01020', 'DB08931')	1
DB01020	DB01626	False	True	('DB01020', 'DB01626')	1
DB01020	DB09242	False	True	('DB01020', 'DB09242')	1
DB01020	DB01170	False	True	('DB01020', 'DB01170')	1
DB01020	DB01089	False	True	('DB01020', 'DB01089')	1
DB01020	DB01180	False	True	('DB01020', 'DB01180')	1
DB01020	DB04840	False	True	('DB01020', 'DB04840')	1
DB01020	DB09363	False	True	('DB01020', 'DB09363')	1
DB01020	DB11738	False	True	('DB01020', 'DB11738')	1
DB01020	DB12945	False	True	('DB01020', 'DB12945')	1
DB01020	DB13211	False	True	('DB01020', 'DB13211')	1
DB01020	DB13410	False	True	('DB01020', 'DB13410')	1
DB01020	DB13429	False	True	('DB01020', 'DB13429')	1
DB01020	DB13575	False	True	('DB01020', 'DB13575')	1
DB01020	DB13604	False	True	('DB01020', 'DB13604')	1
DB01020	DB13631	False	True	('DB01020', 'DB13631')	1
DB01020	DB13779	False	True	('DB01020', 'DB13779')	1
DB01020	DB01116	False	True	('DB01020', 'DB01116')	1
DB01020	DB01119	False	True	('DB01020', 'DB01119')	1
DB01020	DB06403	False	True	('DB01020', 'DB06403')	1
DB01020	DB06762	False	True	('DB01020', 'DB06762')	1
DB01020	DB09206	False	True	('DB01020', 'DB09206')	1
DB01020	DB12661	False	True	('DB01020', 'DB12661')	1
DB01020	DB13435	False	True	('DB01020', 'DB13435')	1
DB01020	DB13452	False	True	('DB01020', 'DB13452')	1
DB01020	DB01275	False	True	('DB01020', 'DB01275')	1
DB01020	DB08932	False	True	('DB01020', 'DB08932')	1
DB01021	DB01119	False	True	('DB01021', 'DB01119')	1
DB01021	DB01116	False	True	('DB01021', 'DB01116')	1
DB01021	DB01089	False	True	('DB01021', 'DB01089')	1
DB01021	DB01170	False	True	('DB01021', 'DB01170')	1
DB01021	DB04840	False	True	('DB01021', 'DB04840')	1
DB01021	DB06403	False	True	('DB01021', 'DB06403')	1
DB01021	DB06762	False	True	('DB01021', 'DB06762')	1
DB01021	DB08932	False	True	('DB01021', 'DB08932')	1
DB01021	DB09206	False	True	('DB01021', 'DB09206')	1
DB01021	DB09363	False	True	('DB01021', 'DB09363')	1
DB01021	DB11738	False	True	('DB01021', 'DB11738')	1
DB01021	DB12465	False	True	('DB01021', 'DB12465')	1
DB01021	DB12661	False	True	('DB01021', 'DB12661')	1
DB01021	DB12945	False	True	('DB01021', 'DB12945')	1
DB01021	DB13211	False	True	('DB01021', 'DB13211')	1
DB01021	DB13410	False	True	('DB01021', 'DB13410')	1
DB01021	DB13429	False	True	('DB01021', 'DB13429')	1
DB01021	DB13435	False	True	('DB01021', 'DB13435')	1
DB01021	DB13452	False	True	('DB01021', 'DB13452')	1
DB01021	DB13575	False	True	('DB01021', 'DB13575')	1
DB01021	DB13604	False	True	('DB01021', 'DB13604')	1
DB01021	DB13631	False	True	('DB01021', 'DB13631')	1
DB01021	DB13779	False	True	('DB01021', 'DB13779')	1
DB01021	DB01180	False	True	('DB01021', 'DB01180')	1
DB01021	DB01626	False	True	('DB01021', 'DB01626')	1
DB01021	DB01275	False	True	('DB01021', 'DB01275')	1
DB01021	DB08931	False	True	('DB01021', 'DB08931')	1
DB01021	DB09242	False	True	('DB01021', 'DB09242')	1
DB01022	DB01170	False	True	('DB01022', 'DB01170')	1
DB01022	DB01275	False	True	('DB01022', 'DB01275')	1
DB01022	DB08932	False	True	('DB01022', 'DB08932')	1
DB01023	DB01119	False	True	('DB01023', 'DB01119')	1
DB01023	DB09242	False	True	('DB01023', 'DB09242')	1
DB01023	DB11738	False	True	('DB01023', 'DB11738')	1
DB01023	DB01116	False	True	('DB01023', 'DB01116')	1
DB01023	DB09363	False	True	('DB01023', 'DB09363')	1
DB01023	DB12945	False	True	('DB01023', 'DB12945')	1
DB01023	DB13211	False	True	('DB01023', 'DB13211')	1
DB01023	DB13410	False	True	('DB01023', 'DB13410')	1
DB01023	DB13429	False	True	('DB01023', 'DB13429')	1
DB01023	DB13435	False	True	('DB01023', 'DB13435')	1
DB01023	DB13452	False	True	('DB01023', 'DB13452')	1
DB01023	DB13575	False	True	('DB01023', 'DB13575')	1
DB01023	DB13604	False	True	('DB01023', 'DB13604')	1
DB01023	DB13631	False	True	('DB01023', 'DB13631')	1
DB01023	DB13779	False	True	('DB01023', 'DB13779')	1
DB01023	DB01089	False	True	('DB01023', 'DB01089')	1
DB01023	DB01170	False	True	('DB01023', 'DB01170')	1
DB01023	DB06762	False	True	('DB01023', 'DB06762')	1
DB01023	DB08932	False	True	('DB01023', 'DB08932')	1
DB01023	DB01275	False	True	('DB01023', 'DB01275')	1
DB01023	DB01626	False	True	('DB01023', 'DB01626')	1
DB01023	DB09206	False	True	('DB01023', 'DB09206')	1
DB01023	DB12661	False	True	('DB01023', 'DB12661')	1
DB01023	DB08931	False	True	('DB01023', 'DB08931')	1
DB01023	DB01180	False	True	('DB01023', 'DB01180')	1
DB01023	DB06403	False	True	('DB01023', 'DB06403')	1
DB01023	DB04840	False	True	('DB01023', 'DB04840')	1
DB01024	DB01170	False	True	('DB01024', 'DB01170')	1
DB01024	DB01275	False	True	('DB01024', 'DB01275')	1
DB01024	DB08932	False	True	('DB01024', 'DB08932')	1
DB01026	DB12945	False	True	('DB01026', 'DB12945')	1
DB01026	DB04840	False	True	('DB01026', 'DB04840')	1
DB01026	DB01180	False	True	('DB01026', 'DB01180')	1
DB01026	DB08931	False	True	('DB01026', 'DB08931')	1
DB01026	DB06403	False	True	('DB01026', 'DB06403')	1
DB01026	DB06762	False	True	('DB01026', 'DB06762')	1
DB01026	DB08932	False	True	('DB01026', 'DB08932')	1
DB01028	DB01089	False	True	('DB01028', 'DB01089')	1
DB01028	DB01116	False	True	('DB01028', 'DB01116')	1
DB01028	DB01119	False	True	('DB01028', 'DB01119')	1
DB01028	DB09206	False	True	('DB01028', 'DB09206')	1
DB01028	DB09363	False	True	('DB01028', 'DB09363')	1
DB01028	DB12945	False	True	('DB01028', 'DB12945')	1
DB01028	DB13211	False	True	('DB01028', 'DB13211')	1
DB01028	DB13410	False	True	('DB01028', 'DB13410')	1
DB01028	DB13429	False	True	('DB01028', 'DB13429')	1
DB01028	DB13435	False	True	('DB01028', 'DB13435')	1
DB01028	DB13452	False	True	('DB01028', 'DB13452')	1
DB01028	DB13575	False	True	('DB01028', 'DB13575')	1
DB01028	DB13604	False	True	('DB01028', 'DB13604')	1
DB01028	DB13631	False	True	('DB01028', 'DB13631')	1
DB01028	DB13779	False	True	('DB01028', 'DB13779')	1
DB01028	DB01170	False	True	('DB01028', 'DB01170')	1
DB01028	DB01275	False	True	('DB01028', 'DB01275')	1
DB01028	DB06403	False	True	('DB01028', 'DB06403')	1
DB01028	DB06762	False	True	('DB01028', 'DB06762')	1
DB01028	DB08931	False	True	('DB01028', 'DB08931')	1
DB01028	DB08932	False	True	('DB01028', 'DB08932')	1
DB01028	DB01180	False	True	('DB01028', 'DB01180')	1
DB01028	DB09242	False	True	('DB01028', 'DB09242')	1
DB01028	DB11738	False	True	('DB01028', 'DB11738')	1
DB01028	DB01626	False	True	('DB01028', 'DB01626')	1
DB01028	DB12661	False	True	('DB01028', 'DB12661')	1
DB01028	DB04840	False	True	('DB01028', 'DB04840')	1
DB01029	DB01119	False	True	('DB01029', 'DB01119')	1
DB01029	DB09242	False	True	('DB01029', 'DB09242')	1
DB01029	DB11738	False	True	('DB01029', 'DB11738')	1
DB01029	DB12661	False	True	('DB01029', 'DB12661')	1
DB01029	DB01089	False	True	('DB01029', 'DB01089')	1
DB01029	DB01116	False	True	('DB01029', 'DB01116')	1
DB01029	DB01170	False	True	('DB01029', 'DB01170')	1
DB01029	DB01275	False	True	('DB01029', 'DB01275')	1
DB01029	DB04840	False	True	('DB01029', 'DB04840')	1
DB01029	DB09206	False	True	('DB01029', 'DB09206')	1
DB01029	DB09363	False	True	('DB01029', 'DB09363')	1
DB01029	DB12945	False	True	('DB01029', 'DB12945')	1
DB01029	DB13211	False	True	('DB01029', 'DB13211')	1
DB01029	DB13410	False	True	('DB01029', 'DB13410')	1
DB01029	DB13429	False	True	('DB01029', 'DB13429')	1
DB01029	DB13435	False	True	('DB01029', 'DB13435')	1
DB01029	DB13452	False	True	('DB01029', 'DB13452')	1
DB01029	DB13575	False	True	('DB01029', 'DB13575')	1
DB01029	DB13604	False	True	('DB01029', 'DB13604')	1
DB01029	DB13631	False	True	('DB01029', 'DB13631')	1
DB01029	DB13779	False	True	('DB01029', 'DB13779')	1
DB01029	DB06403	False	True	('DB01029', 'DB06403')	1
DB01029	DB06762	False	True	('DB01029', 'DB06762')	1
DB01029	DB08932	False	True	('DB01029', 'DB08932')	1
DB01029	DB01626	False	True	('DB01029', 'DB01626')	1
DB01029	DB08931	False	True	('DB01029', 'DB08931')	1
DB01029	DB01180	False	True	('DB01029', 'DB01180')	1
DB01030	DB01170	False	True	('DB01030', 'DB01170')	1
DB01030	DB01275	False	True	('DB01030', 'DB01275')	1
DB01030	DB08932	False	True	('DB01030', 'DB08932')	1
DB01030	DB06403	False	True	('DB01030', 'DB06403')	1
DB01030	DB08931	False	True	('DB01030', 'DB08931')	1
DB01032	DB01116	False	True	('DB01032', 'DB01116')	1
DB01032	DB01170	False	True	('DB01032', 'DB01170')	1
DB01032	DB01275	False	True	('DB01032', 'DB01275')	1
DB01032	DB08932	False	True	('DB01032', 'DB08932')	1
DB01032	DB08931	False	True	('DB01032', 'DB08931')	1
DB01033	DB08931	False	True	('DB01033', 'DB08931')	1
DB01035	DB01116	False	True	('DB01035', 'DB01116')	1
DB01035	DB01170	False	True	('DB01035', 'DB01170')	1
DB01035	DB01275	False	True	('DB01035', 'DB01275')	1
DB01035	DB08932	False	True	('DB01035', 'DB08932')	1
DB01035	DB04840	False	True	('DB01035', 'DB04840')	1
DB01036	DB01116	False	True	('DB01036', 'DB01116')	1
DB01036	DB01170	False	True	('DB01036', 'DB01170')	1
DB01036	DB01275	False	True	('DB01036', 'DB01275')	1
DB01036	DB08932	False	True	('DB01036', 'DB08932')	1
DB01036	DB04840	False	True	('DB01036', 'DB04840')	1
DB01036	DB09242	False	True	('DB01036', 'DB09242')	1
DB01036	DB11738	False	True	('DB01036', 'DB11738')	1
DB01037	DB01089	False	True	('DB01037', 'DB01089')	1
DB01037	DB01116	False	True	('DB01037', 'DB01116')	1
DB01037	DB01119	False	True	('DB01037', 'DB01119')	1
DB01037	DB01170	False	True	('DB01037', 'DB01170')	1
DB01037	DB01180	False	True	('DB01037', 'DB01180')	1
DB01037	DB01275	False	True	('DB01037', 'DB01275')	1
DB01037	DB04840	False	True	('DB01037', 'DB04840')	1
DB01037	DB06403	False	True	('DB01037', 'DB06403')	1
DB01037	DB06762	False	True	('DB01037', 'DB06762')	1
DB01037	DB08931	False	True	('DB01037', 'DB08931')	1
DB01037	DB08932	False	True	('DB01037', 'DB08932')	1
DB01037	DB09206	False	True	('DB01037', 'DB09206')	1
DB01037	DB09242	False	True	('DB01037', 'DB09242')	1
DB01037	DB09363	False	True	('DB01037', 'DB09363')	1
DB01037	DB11738	False	True	('DB01037', 'DB11738')	1
DB01037	DB12661	False	True	('DB01037', 'DB12661')	1
DB01037	DB12945	False	True	('DB01037', 'DB12945')	1
DB01037	DB13211	False	True	('DB01037', 'DB13211')	1
DB01037	DB13410	False	True	('DB01037', 'DB13410')	1
DB01037	DB13429	False	True	('DB01037', 'DB13429')	1
DB01037	DB13435	False	True	('DB01037', 'DB13435')	1
DB01037	DB13452	False	True	('DB01037', 'DB13452')	1
DB01037	DB13575	False	True	('DB01037', 'DB13575')	1
DB01037	DB13604	False	True	('DB01037', 'DB13604')	1
DB01037	DB13631	False	True	('DB01037', 'DB13631')	1
DB01037	DB13779	False	True	('DB01037', 'DB13779')	1
DB01037	DB01626	False	True	('DB01037', 'DB01626')	1
DB01039	DB01170	False	True	('DB01039', 'DB01170')	1
DB01039	DB08932	False	True	('DB01039', 'DB08932')	1
DB01039	DB01275	False	True	('DB01039', 'DB01275')	1
DB01039	DB08931	False	True	('DB01039', 'DB08931')	1
DB01041	DB01626	False	True	('DB01041', 'DB01626')	1
DB01041	DB12661	False	True	('DB01041', 'DB12661')	1
DB01041	DB01119	False	True	('DB01041', 'DB01119')	1
DB01041	DB01275	False	True	('DB01041', 'DB01275')	1
DB01041	DB08931	False	True	('DB01041', 'DB08931')	1
DB01041	DB09242	False	True	('DB01041', 'DB09242')	1
DB01041	DB06403	False	True	('DB01041', 'DB06403')	1
DB01041	DB01089	False	True	('DB01041', 'DB01089')	1
DB01041	DB01116	False	True	('DB01041', 'DB01116')	1
DB01041	DB01170	False	True	('DB01041', 'DB01170')	1
DB01041	DB01180	False	True	('DB01041', 'DB01180')	1
DB01041	DB04840	False	True	('DB01041', 'DB04840')	1
DB01041	DB06762	False	True	('DB01041', 'DB06762')	1
DB01041	DB08932	False	True	('DB01041', 'DB08932')	1
DB01041	DB09206	False	True	('DB01041', 'DB09206')	1
DB01041	DB09363	False	True	('DB01041', 'DB09363')	1
DB01041	DB11738	False	True	('DB01041', 'DB11738')	1
DB01041	DB12945	False	True	('DB01041', 'DB12945')	1
DB01041	DB13211	False	True	('DB01041', 'DB13211')	1
DB01041	DB13410	False	True	('DB01041', 'DB13410')	1
DB01041	DB13429	False	True	('DB01041', 'DB13429')	1
DB01041	DB13435	False	True	('DB01041', 'DB13435')	1
DB01041	DB13452	False	True	('DB01041', 'DB13452')	1
DB01041	DB13575	False	True	('DB01041', 'DB13575')	1
DB01041	DB13604	False	True	('DB01041', 'DB13604')	1
DB01041	DB13631	False	True	('DB01041', 'DB13631')	1
DB01041	DB13779	False	True	('DB01041', 'DB13779')	1
DB01043	DB01116	False	True	('DB01043', 'DB01116')	1
DB01043	DB01170	False	True	('DB01043', 'DB01170')	1
DB01043	DB01275	False	True	('DB01043', 'DB01275')	1
DB01043	DB08932	False	True	('DB01043', 'DB08932')	1
DB01044	DB12945	False	True	('DB01044', 'DB12945')	1
DB01045	DB12945	False	True	('DB01045', 'DB12945')	1
DB01045	DB08931	False	True	('DB01045', 'DB08931')	1
DB01045	DB06403	False	True	('DB01045', 'DB06403')	1
DB01045	DB06762	False	True	('DB01045', 'DB06762')	1
DB01045	DB08932	False	True	('DB01045', 'DB08932')	1
DB01046	DB01170	False	True	('DB01046', 'DB01170')	1
DB01046	DB01275	False	True	('DB01046', 'DB01275')	1
DB01046	DB08932	False	True	('DB01046', 'DB08932')	1
DB01046	DB01116	False	True	('DB01046', 'DB01116')	1
DB01047	DB06403	False	True	('DB01047', 'DB06403')	1
DB01048	DB01170	False	True	('DB01048', 'DB01170')	1
DB01048	DB01275	False	True	('DB01048', 'DB01275')	1
DB01048	DB08932	False	True	('DB01048', 'DB08932')	1
DB01049	DB01089	False	True	('DB01049', 'DB01089')	1
DB01049	DB01116	False	True	('DB01049', 'DB01116')	1
DB01049	DB01119	False	True	('DB01049', 'DB01119')	1
DB01049	DB04840	False	True	('DB01049', 'DB04840')	1
DB01049	DB09206	False	True	('DB01049', 'DB09206')	1
DB01049	DB09363	False	True	('DB01049', 'DB09363')	1
DB01049	DB12945	False	True	('DB01049', 'DB12945')	1
DB01049	DB13211	False	True	('DB01049', 'DB13211')	1
DB01049	DB13410	False	True	('DB01049', 'DB13410')	1
DB01049	DB13429	False	True	('DB01049', 'DB13429')	1
DB01049	DB13435	False	True	('DB01049', 'DB13435')	1
DB01049	DB13452	False	True	('DB01049', 'DB13452')	1
DB01049	DB13575	False	True	('DB01049', 'DB13575')	1
DB01049	DB13604	False	True	('DB01049', 'DB13604')	1
DB01049	DB13631	False	True	('DB01049', 'DB13631')	1
DB01049	DB13779	False	True	('DB01049', 'DB13779')	1
DB01049	DB01170	False	True	('DB01049', 'DB01170')	1
DB01049	DB01275	False	True	('DB01049', 'DB01275')	1
DB01049	DB06403	False	True	('DB01049', 'DB06403')	1
DB01049	DB06762	False	True	('DB01049', 'DB06762')	1
DB01049	DB08931	False	True	('DB01049', 'DB08931')	1
DB01049	DB08932	False	True	('DB01049', 'DB08932')	1
DB01049	DB01180	False	True	('DB01049', 'DB01180')	1
DB01049	DB09242	False	True	('DB01049', 'DB09242')	1
DB01049	DB11738	False	True	('DB01049', 'DB11738')	1
DB01049	DB01626	False	True	('DB01049', 'DB01626')	1
DB01049	DB12661	False	True	('DB01049', 'DB12661')	1
DB01050	DB01275	False	True	('DB01050', 'DB01275')	1
DB01050	DB01180	False	True	('DB01050', 'DB01180')	1
DB01050	DB01089	False	True	('DB01050', 'DB01089')	1
DB01050	DB01116	False	True	('DB01050', 'DB01116')	1
DB01050	DB01119	False	True	('DB01050', 'DB01119')	1
DB01050	DB01170	False	True	('DB01050', 'DB01170')	1
DB01050	DB01626	False	True	('DB01050', 'DB01626')	1
DB01050	DB06762	False	True	('DB01050', 'DB06762')	1
DB01050	DB08931	False	True	('DB01050', 'DB08931')	1
DB01050	DB08932	False	True	('DB01050', 'DB08932')	1
DB01050	DB09206	False	True	('DB01050', 'DB09206')	1
DB01050	DB09242	False	True	('DB01050', 'DB09242')	1
DB01050	DB09363	False	True	('DB01050', 'DB09363')	1
DB01050	DB11738	False	True	('DB01050', 'DB11738')	1
DB01050	DB12661	False	True	('DB01050', 'DB12661')	1
DB01050	DB12945	False	True	('DB01050', 'DB12945')	1
DB01050	DB13211	False	True	('DB01050', 'DB13211')	1
DB01050	DB13410	False	True	('DB01050', 'DB13410')	1
DB01050	DB13429	False	True	('DB01050', 'DB13429')	1
DB01050	DB13435	False	True	('DB01050', 'DB13435')	1
DB01050	DB13452	False	True	('DB01050', 'DB13452')	1
DB01050	DB13575	False	True	('DB01050', 'DB13575')	1
DB01050	DB13604	False	True	('DB01050', 'DB13604')	1
DB01050	DB13631	False	True	('DB01050', 'DB13631')	1
DB01050	DB13779	False	True	('DB01050', 'DB13779')	1
DB01050	DB04840	False	True	('DB01050', 'DB04840')	1
DB01050	DB06403	False	True	('DB01050', 'DB06403')	1
DB01051	DB08931	False	True	('DB01051', 'DB08931')	1
DB01051	DB06403	False	True	('DB01051', 'DB06403')	1
DB01051	DB01119	False	True	('DB01051', 'DB01119')	1
DB01053	DB01119	False	True	('DB01053', 'DB01119')	1
DB01054	DB01119	False	True	('DB01054', 'DB01119')	1
DB01054	DB09242	False	True	('DB01054', 'DB09242')	1
DB01054	DB11738	False	True	('DB01054', 'DB11738')	1
DB01054	DB01089	False	True	('DB01054', 'DB01089')	1
DB01054	DB01116	False	True	('DB01054', 'DB01116')	1
DB01054	DB09363	False	True	('DB01054', 'DB09363')	1
DB01054	DB12945	False	True	('DB01054', 'DB12945')	1
DB01054	DB13211	False	True	('DB01054', 'DB13211')	1
DB01054	DB13410	False	True	('DB01054', 'DB13410')	1
DB01054	DB13429	False	True	('DB01054', 'DB13429')	1
