drugA	drugB	drugcomb	adv/app
DB00325	DB00755	('DB00325', 'DB00755')	1
DB00325	DB00922	('DB00325', 'DB00922')	1
DB00325	DB01041	('DB00325', 'DB01041')	1
DB00325	DB01113	('DB00325', 'DB01113')	1
DB00325	DB01229	('DB00325', 'DB01229')	1
DB00325	DB01282	('DB00325', 'DB01282')	1
DB00325	DB04899	('DB00325', 'DB04899')	1
DB00325	DB08822	('DB00325', 'DB08822')	1
DB00325	DB09077	('DB00325', 'DB09077')	1
DB00325	DB09112	('DB00325', 'DB09112')	1
DB00325	DB09279	('DB00325', 'DB09279')	1
DB00325	DB09286	('DB00325', 'DB09286')	1
DB00325	DB09038	('DB00325', 'DB09038')	1
DB00325	DB11632	('DB00325', 'DB11632')	1
DB00325	DB15456	('DB00325', 'DB15456')	1
DB00325	DB00399	('DB00325', 'DB00399')	1
DB00325	DB00630	('DB00325', 'DB00630')	1
DB00325	DB00710	('DB00325', 'DB00710')	1
DB00325	DB00720	('DB00325', 'DB00720')	1
DB00325	DB00884	('DB00325', 'DB00884')	1
DB00325	DB01077	('DB00325', 'DB01077')	1
DB00325	DB01133	('DB00325', 'DB01133')	1
DB00325	DB06255	('DB00325', 'DB06255')	1
DB00325	DB02369	('DB00325', 'DB02369')	1
DB00325	DB02423	('DB00325', 'DB02423')	1
DB00325	DB02552	('DB00325', 'DB02552')	1
DB00325	DB04160	('DB00325', 'DB04160')	1
DB00325	DB05143	('DB00325', 'DB05143')	1
DB00325	DB07841	('DB00325', 'DB07841')	1
DB00325	DB09147	('DB00325', 'DB09147')	1
DB00325	DB09413	('DB00325', 'DB09413')	1
DB00325	DB09414	('DB00325', 'DB09414')	1
DB00325	DB09449	('DB00325', 'DB09449')	1
DB00325	DB11348	('DB00325', 'DB11348')	1
DB00325	DB11493	('DB00325', 'DB11493')	1
DB00325	DB13995	('DB00325', 'DB13995')	1
DB00325	DB14481	('DB00325', 'DB14481')	1
DB00325	DB14523	('DB00325', 'DB14523')	1
DB00325	DB00328	('DB00325', 'DB00328')	1
DB00325	DB00461	('DB00325', 'DB00461')	1
DB00325	DB00465	('DB00325', 'DB00465')	1
DB00325	DB00469	('DB00325', 'DB00469')	1
DB00325	DB00500	('DB00325', 'DB00500')	1
DB00325	DB00533	('DB00325', 'DB00533')	1
DB00325	DB00554	('DB00325', 'DB00554')	1
DB00325	DB00573	('DB00325', 'DB00573')	1
DB00325	DB00580	('DB00325', 'DB00580')	1
DB00325	DB00586	('DB00325', 'DB00586')	1
DB00325	DB00605	('DB00325', 'DB00605')	1
DB00325	DB00712	('DB00325', 'DB00712')	1
DB00325	DB00749	('DB00325', 'DB00749')	1
DB00325	DB00784	('DB00325', 'DB00784')	1
DB00325	DB00788	('DB00325', 'DB00788')	1
DB00325	DB00812	('DB00325', 'DB00812')	1
DB00325	DB00814	('DB00325', 'DB00814')	1
DB00325	DB00821	('DB00325', 'DB00821')	1
DB00325	DB00861	('DB00325', 'DB00861')	1
DB00325	DB00936	('DB00325', 'DB00936')	1
DB00325	DB00939	('DB00325', 'DB00939')	1
DB00325	DB00991	('DB00325', 'DB00991')	1
DB00325	DB01009	('DB00325', 'DB01009')	1
DB00325	DB01014	('DB00325', 'DB01014')	1
DB00325	DB01050	('DB00325', 'DB01050')	1
DB00325	DB01250	('DB00325', 'DB01250')	1
DB00325	DB01283	('DB00325', 'DB01283')	1
DB00325	DB01397	('DB00325', 'DB01397')	1
DB00325	DB01399	('DB00325', 'DB01399')	1
DB00325	DB01401	('DB00325', 'DB01401')	1
DB00325	DB01419	('DB00325', 'DB01419')	1
DB00325	DB01424	('DB00325', 'DB01424')	1
DB00325	DB01600	('DB00325', 'DB01600')	1
DB00325	DB01628	('DB00325', 'DB01628')	1
DB00325	DB02224	('DB00325', 'DB02224')	1
DB00325	DB03585	('DB00325', 'DB03585')	1
DB00325	DB04725	('DB00325', 'DB04725')	1
DB00325	DB04812	('DB00325', 'DB04812')	1
DB00325	DB04817	('DB00325', 'DB04817')	1
DB00325	DB04828	('DB00325', 'DB04828')	1
DB00325	DB05095	('DB00325', 'DB05095')	1
DB00325	DB06725	('DB00325', 'DB06725')	1
DB00325	DB06736	('DB00325', 'DB06736')	1
DB00325	DB06737	('DB00325', 'DB06737')	1
DB00325	DB07402	('DB00325', 'DB07402')	1
DB00325	DB08439	('DB00325', 'DB08439')	1
DB00325	DB08797	('DB00325', 'DB08797')	1
DB00325	DB08940	('DB00325', 'DB08940')	1
DB00325	DB08942	('DB00325', 'DB08942')	1
DB00325	DB08951	('DB00325', 'DB08951')	1
DB00325	DB08955	('DB00325', 'DB08955')	1
DB00325	DB08976	('DB00325', 'DB08976')	1
DB00325	DB08981	('DB00325', 'DB08981')	1
DB00325	DB08984	('DB00325', 'DB08984')	1
DB00325	DB08991	('DB00325', 'DB08991')	1
DB00325	DB09084	('DB00325', 'DB09084')	1
DB00325	DB09213	('DB00325', 'DB09213')	1
DB00325	DB09214	('DB00325', 'DB09214')	1
DB00325	DB09215	('DB00325', 'DB09215')	1
DB00325	DB09217	('DB00325', 'DB09217')	1
DB00325	DB09218	('DB00325', 'DB09218')	1
DB00325	DB09285	('DB00325', 'DB09285')	1
DB00325	DB09288	('DB00325', 'DB09288')	1
DB00325	DB09295	('DB00325', 'DB09295')	1
DB00325	DB11455	('DB00325', 'DB11455')	1
DB00325	DB11466	('DB00325', 'DB11466')	1
DB00325	DB11518	('DB00325', 'DB11518')	1
DB00325	DB12399	('DB00325', 'DB12399')	1
DB00325	DB12445	('DB00325', 'DB12445')	1
DB00325	DB12545	('DB00325', 'DB12545')	1
DB00325	DB12610	('DB00325', 'DB12610')	1
DB00325	DB13001	('DB00325', 'DB13001')	1
DB00325	DB13167	('DB00325', 'DB13167')	1
DB00325	DB13217	('DB00325', 'DB13217')	1
DB00325	DB13232	('DB00325', 'DB13232')	1
DB00325	DB13286	('DB00325', 'DB13286')	1
DB00325	DB13314	('DB00325', 'DB13314')	1
DB00325	DB13371	('DB00325', 'DB13371')	1
DB00325	DB13407	('DB00325', 'DB13407')	1
DB00325	DB13432	('DB00325', 'DB13432')	1
DB00325	DB13481	('DB00325', 'DB13481')	1
DB00325	DB13524	('DB00325', 'DB13524')	1
DB00325	DB13527	('DB00325', 'DB13527')	1
DB00325	DB13538	('DB00325', 'DB13538')	1
DB00325	DB13544	('DB00325', 'DB13544')	1
DB00325	DB13612	('DB00325', 'DB13612')	1
DB00325	DB13629	('DB00325', 'DB13629')	1
DB00325	DB13649	('DB00325', 'DB13649')	1
DB00325	DB13657	('DB00325', 'DB13657')	1
DB00325	DB13722	('DB00325', 'DB13722')	1
DB00325	DB13783	('DB00325', 'DB13783')	1
DB00325	DB13860	('DB00325', 'DB13860')	1
DB00325	DB14059	('DB00325', 'DB14059')	1
DB00325	DB14060	('DB00325', 'DB14060')	1
DB00325	DB14938	('DB00325', 'DB14938')	1
DB00325	DB09212	('DB00325', 'DB09212')	1
DB00325	DB09216	('DB00325', 'DB09216')	1
DB00325	DB04552	('DB00325', 'DB04552')	1
DB00325	DB00898	('DB00325', 'DB00898')	1
DB00325	DB09139	('DB00325', 'DB09139')	1
DB00325	DB13967	('DB00325', 'DB13967')	1
DB00325	DB00369	('DB00325', 'DB00369')	1
DB00325	DB00430	('DB00325', 'DB00430')	1
DB00325	DB00438	('DB00325', 'DB00438')	1
DB00325	DB00447	('DB00325', 'DB00447')	1
DB00325	DB00456	('DB00325', 'DB00456')	1
DB00325	DB00493	('DB00325', 'DB00493')	1
DB00325	DB00529	('DB00325', 'DB00529')	1
DB00325	DB00563	('DB00325', 'DB00563')	1
DB00325	DB00567	('DB00325', 'DB00567')	1
DB00325	DB00577	('DB00325', 'DB00577')	1
DB00325	DB00626	('DB00325', 'DB00626')	1
DB00325	DB00681	('DB00325', 'DB00681')	1
DB00325	DB00689	('DB00325', 'DB00689')	1
DB00325	DB00718	('DB00325', 'DB00718')	1
DB00325	DB00738	('DB00325', 'DB00738')	1
DB00325	DB00787	('DB00325', 'DB00787')	1
DB00325	DB00833	('DB00325', 'DB00833')	1
DB00325	DB00864	('DB00325', 'DB00864')	1
DB00325	DB00923	('DB00325', 'DB00923')	1
DB00325	DB00958	('DB00325', 'DB00958')	1
DB00325	DB01066	('DB00325', 'DB01066')	1
DB00325	DB01072	('DB00325', 'DB01072')	1
DB00325	DB01111	('DB00325', 'DB01111')	1
DB00325	DB01112	('DB00325', 'DB01112')	1
DB00325	DB01139	('DB00325', 'DB01139')	1
DB00325	DB01140	('DB00325', 'DB01140')	1
DB00325	DB01150	('DB00325', 'DB01150')	1
DB00325	DB01212	('DB00325', 'DB01212')	1
DB00325	DB01326	('DB00325', 'DB01326')	1
DB00325	DB01327	('DB00325', 'DB01327')	1
DB00325	DB01328	('DB00325', 'DB01328')	1
DB00325	DB01329	('DB00325', 'DB01329')	1
DB00325	DB01330	('DB00325', 'DB01330')	1
DB00325	DB01331	('DB00325', 'DB01331')	1
DB00325	DB01332	('DB00325', 'DB01332')	1
DB00325	DB01333	('DB00325', 'DB01333')	1
DB00325	DB01413	('DB00325', 'DB01413')	1
DB00325	DB01414	('DB00325', 'DB01414')	1
DB00325	DB01415	('DB00325', 'DB01415')	1
DB00325	DB01416	('DB00325', 'DB01416')	1
DB00325	DB01601	('DB00325', 'DB01601')	1
DB00325	DB02247	('DB00325', 'DB02247')	1
DB00325	DB03450	('DB00325', 'DB03450')	1
DB00325	DB04570	('DB00325', 'DB04570')	1
DB00325	DB04918	('DB00325', 'DB04918')	1
DB00325	DB06590	('DB00325', 'DB06590')	1
DB00325	DB09008	('DB00325', 'DB09008')	1
DB00325	DB09062	('DB00325', 'DB09062')	1
DB00325	DB09299	('DB00325', 'DB09299')	1
DB00325	DB11367	('DB00325', 'DB11367')	1
DB00325	DB11935	('DB00325', 'DB11935')	1
DB00325	DB13266	('DB00325', 'DB13266')	1
DB00325	DB13461	('DB00325', 'DB13461')	1
DB00325	DB13470	('DB00325', 'DB13470')	1
DB00325	DB13499	('DB00325', 'DB13499')	1
DB00325	DB13504	('DB00325', 'DB13504')	1
DB00325	DB13638	('DB00325', 'DB13638')	1
DB00325	DB13667	('DB00325', 'DB13667')	1
DB00325	DB13682	('DB00325', 'DB13682')	1
DB00325	DB13778	('DB00325', 'DB13778')	1
DB00325	DB13821	('DB00325', 'DB13821')	1
DB00325	DB13868	('DB00325', 'DB13868')	1
DB00325	DB14126	('DB00325', 'DB14126')	1
DB00325	DB14713	('DB00325', 'DB14713')	1
DB00325	DB15066	('DB00325', 'DB15066')	1
DB00325	DB00945	('DB00325', 'DB00945')	1
DB00325	DB01356	('DB00325', 'DB01356')	1
DB00325	DB14507	('DB00325', 'DB14507')	1
DB00325	DB00452	('DB00325', 'DB00452')	1
DB00325	DB01421	('DB00325', 'DB01421')	1
DB00325	DB04263	('DB00325', 'DB04263')	1
DB00325	DB04626	('DB00325', 'DB04626')	1
DB00325	DB04808	('DB00325', 'DB04808')	1
DB00325	DB08437	('DB00325', 'DB08437')	1
DB00325	DB11512	('DB00325', 'DB11512')	1
DB00325	DB11520	('DB00325', 'DB11520')	1
DB00325	DB00327	('DB00325', 'DB00327')	1
DB00325	DB00330	('DB00325', 'DB00330')	1
DB00325	DB00331	('DB00325', 'DB00331')	1
DB00325	DB00333	('DB00325', 'DB00333')	1
DB00325	DB00339	('DB00325', 'DB00339')	1
DB00325	DB00341	('DB00325', 'DB00341')	1
DB00325	DB00349	('DB00325', 'DB00349')	1
DB00325	DB00351	('DB00325', 'DB00351')	1
DB00325	DB00355	('DB00325', 'DB00355')	1
DB00325	DB00356	('DB00325', 'DB00356')	1
DB00325	DB00363	('DB00325', 'DB00363')	1
DB00325	DB00364	('DB00325', 'DB00364')	1
DB00325	DB00372	('DB00325', 'DB00372')	1
DB00325	DB00373	('DB00325', 'DB00373')	1
DB00325	DB00377	('DB00325', 'DB00377')	1
DB00325	DB00380	('DB00325', 'DB00380')	1
DB00325	DB00398	('DB00325', 'DB00398')	1
DB00325	DB00402	('DB00325', 'DB00402')	1
DB00325	DB00404	('DB00325', 'DB00404')	1
DB00325	DB00412	('DB00325', 'DB00412')	1
DB00325	DB00413	('DB00325', 'DB00413')	1
DB00325	DB00415	('DB00325', 'DB00415')	1
DB00325	DB00432	('DB00325', 'DB00432')	1
DB00325	DB00437	('DB00325', 'DB00437')	1
DB00325	DB00440	('DB00325', 'DB00440')	1
DB00325	DB00441	('DB00325', 'DB00441')	1
DB00325	DB00477	('DB00325', 'DB00477')	1
DB00325	DB00480	('DB00325', 'DB00480')	1
DB00325	DB00490	('DB00325', 'DB00490')	1
DB00325	DB00492	('DB00325', 'DB00492')	1
DB00325	DB00501	('DB00325', 'DB00501')	1
DB00325	DB00502	('DB00325', 'DB00502')	1
DB00325	DB00535	('DB00325', 'DB00535')	1
DB00325	DB00548	('DB00325', 'DB00548')	1
DB00325	DB00553	('DB00325', 'DB00553')	1
DB00325	DB00558	('DB00325', 'DB00558')	1
DB00325	DB00569	('DB00325', 'DB00569')	1
DB00325	DB00571	('DB00325', 'DB00571')	1
DB00325	DB00583	('DB00325', 'DB00583')	1
DB00325	DB00591	('DB00325', 'DB00591')	1
DB00325	DB00597	('DB00325', 'DB00597')	1
DB00325	DB00598	('DB00325', 'DB00598')	1
DB00325	DB00603	('DB00325', 'DB00603')	1
DB00325	DB00612	('DB00325', 'DB00612')	1
DB00325	DB00624	('DB00325', 'DB00624')	1
DB00325	DB00628	('DB00325', 'DB00628')	1
DB00325	DB00631	('DB00325', 'DB00631')	1
DB00325	DB00633	('DB00325', 'DB00633')	1
DB00325	DB00635	('DB00325', 'DB00635')	1
DB00325	DB00651	('DB00325', 'DB00651')	1
DB00325	DB00657	('DB00325', 'DB00657')	1
DB00325	DB00660	('DB00325', 'DB00660')	1
DB00325	DB00665	('DB00325', 'DB00665')	1
DB00325	DB00669	('DB00325', 'DB00669')	1
DB00325	DB00672	('DB00325', 'DB00672')	1
DB00325	DB00683	('DB00325', 'DB00683')	1
DB00325	DB00688	('DB00325', 'DB00688')	1
DB00325	DB00690	('DB00325', 'DB00690')	1
DB00325	DB00692	('DB00325', 'DB00692')	1
DB00325	DB00706	('DB00325', 'DB00706')	1
DB00325	DB00709	('DB00325', 'DB00709')	1
DB00325	DB00713	('DB00325', 'DB00713')	1
DB00325	DB00716	('DB00325', 'DB00716')	1
DB00325	DB00722	('DB00325', 'DB00722')	1
DB00325	DB00730	('DB00325', 'DB00730')	1
DB00325	DB00731	('DB00325', 'DB00731')	1
DB00325	DB00733	('DB00325', 'DB00733')	1
DB00325	DB00743	('DB00325', 'DB00743')	1
DB00325	DB00759	('DB00325', 'DB00759')	1
DB00325	DB00760	('DB00325', 'DB00760')	1
DB00325	DB00761	('DB00325', 'DB00761')	1
DB00325	DB00763	('DB00325', 'DB00763')	1
DB00325	DB00775	('DB00325', 'DB00775')	1
DB00325	DB00782	('DB00325', 'DB00782')	1
DB00325	DB00783	('DB00325', 'DB00783')	1
DB00325	DB00789	('DB00325', 'DB00789')	1
DB00325	DB00790	('DB00325', 'DB00790')	1
DB00325	DB00800	('DB00325', 'DB00800')	1
DB00325	DB00804	('DB00325', 'DB00804')	1
DB00325	DB00811	('DB00325', 'DB00811')	1
DB00325	DB00828	('DB00325', 'DB00828')	1
DB00325	DB00829	('DB00325', 'DB00829')	1
DB00325	DB00839	('DB00325', 'DB00839')	1
DB00325	DB00841	('DB00325', 'DB00841')	1
DB00325	DB00842	('DB00325', 'DB00842')	1
DB00325	DB00851	('DB00325', 'DB00851')	1
DB00325	DB00853	('DB00325', 'DB00853')	1
DB00325	DB00863	('DB00325', 'DB00863')	1
DB00325	DB00871	('DB00325', 'DB00871')	1
DB00325	DB00894	('DB00325', 'DB00894')	1
DB00325	DB00897	('DB00325', 'DB00897')	1
DB00325	DB00900	('DB00325', 'DB00900')	1
DB00325	DB00911	('DB00325', 'DB00911')	1
DB00325	DB00915	('DB00325', 'DB00915')	1
DB00325	DB00918	('DB00325', 'DB00918')	1
DB00325	DB00928	('DB00325', 'DB00928')	1
DB00325	DB00934	('DB00325', 'DB00934')	1
DB00325	DB00951	('DB00325', 'DB00951')	1
DB00325	DB00953	('DB00325', 'DB00953')	1
DB00325	DB00960	('DB00325', 'DB00960')	1
DB00325	DB00962	('DB00325', 'DB00962')	1
DB00325	DB00980	('DB00325', 'DB00980')	1
DB00325	DB00988	('DB00325', 'DB00988')	1
DB00325	DB00993	('DB00325', 'DB00993')	1
DB00325	DB00995	('DB00325', 'DB00995')	1
DB00325	DB01001	('DB00325', 'DB01001')	1
DB00325	DB01002	('DB00325', 'DB01002')	1
DB00325	DB01004	('DB00325', 'DB01004')	1
DB00325	DB01010	('DB00325', 'DB01010')	1
DB00325	DB01011	('DB00325', 'DB01011')	1
DB00325	DB01018	('DB00325', 'DB01018')	1
DB00325	DB01022	('DB00325', 'DB01022')	1
DB00325	DB01024	('DB00325', 'DB01024')	1
DB00325	DB01030	('DB00325', 'DB01030')	1
DB00325	DB01032	('DB00325', 'DB01032')	1
DB00325	DB01036	('DB00325', 'DB01036')	1
DB00325	DB01039	('DB00325', 'DB01039')	1
DB00325	DB01043	('DB00325', 'DB01043')	1
DB00325	DB01046	('DB00325', 'DB01046')	1
DB00325	DB01048	('DB00325', 'DB01048')	1
DB00325	DB01060	('DB00325', 'DB01060')	1
DB00325	DB01067	('DB00325', 'DB01067')	1
DB00325	DB01068	('DB00325', 'DB01068')	1
DB00325	DB01069	('DB00325', 'DB01069')	1
DB00325	DB01093	('DB00325', 'DB01093')	1
DB00325	DB01099	('DB00325', 'DB01099')	1
DB00325	DB01101	('DB00325', 'DB01101')	1
DB00325	DB01105	('DB00325', 'DB01105')	1
DB00325	DB01124	('DB00325', 'DB01124')	1
DB00325	DB01129	('DB00325', 'DB01129')	1
DB00325	DB01135	('DB00325', 'DB01135')	1
DB00325	DB01148	('DB00325', 'DB01148')	1
DB00325	DB01149	('DB00325', 'DB01149')	1
DB00325	DB01156	('DB00325', 'DB01156')	1
DB00325	DB01157	('DB00325', 'DB01157')	1
DB00325	DB01166	('DB00325', 'DB01166')	1
DB00325	DB01169	('DB00325', 'DB01169')	1
DB00325	DB01170	('DB00325', 'DB01170')	1
DB00325	DB01183	('DB00325', 'DB01183')	1
DB00325	DB01203	('DB00325', 'DB01203')	1
DB00325	DB01205	('DB00325', 'DB01205')	1
DB00325	DB01213	('DB00325', 'DB01213')	1
DB00325	DB01215	('DB00325', 'DB01215')	1
DB00325	DB01221	('DB00325', 'DB01221')	1
DB00325	DB01222	('DB00325', 'DB01222')	1
DB00325	DB01241	('DB00325', 'DB01241')	1
DB00325	DB01249	('DB00325', 'DB01249')	1
DB00325	DB01261	('DB00325', 'DB01261')	1
DB00325	DB01267	('DB00325', 'DB01267')	1
DB00325	DB01273	('DB00325', 'DB01273')	1
DB00325	DB01274	('DB00325', 'DB01274')	1
DB00325	DB01275	('DB00325', 'DB01275')	1
DB00325	DB01359	('DB00325', 'DB01359')	1
DB00325	DB01394	('DB00325', 'DB01394')	1
DB00325	DB01409	('DB00325', 'DB01409')	1
DB00325	DB01420	('DB00325', 'DB01420')	1
DB00325	DB01427	('DB00325', 'DB01427')	1
DB00325	DB01428	('DB00325', 'DB01428')	1
DB00325	DB01431	('DB00325', 'DB01431')	1
DB00325	DB01550	('DB00325', 'DB01550')	1
DB00325	DB01558	('DB00325', 'DB01558')	1
DB00325	DB01563	('DB00325', 'DB01563')	1
DB00325	DB01577	('DB00325', 'DB01577')	1
DB00325	DB01587	('DB00325', 'DB01587')	1
DB00325	DB01610	('DB00325', 'DB01610')	1
DB00325	DB01638	('DB00325', 'DB01638')	1
DB00325	DB01656	('DB00325', 'DB01656')	1
DB00325	DB01685	('DB00325', 'DB01685')	1
DB00325	DB04574	('DB00325', 'DB04574')	1
DB00325	DB04871	('DB00325', 'DB04871')	1
DB00325	DB04895	('DB00325', 'DB04895')	1
DB00325	DB04896	('DB00325', 'DB04896')	1
DB00325	DB04948	('DB00325', 'DB04948')	1
DB00325	DB04953	('DB00325', 'DB04953')	1
DB00325	DB05018	('DB00325', 'DB05018')	1
DB00325	DB05541	('DB00325', 'DB05541')	1
DB00325	DB05676	('DB00325', 'DB05676')	1
DB00325	DB06154	('DB00325', 'DB06154')	1
DB00325	DB06186	('DB00325', 'DB06186')	1
DB00325	DB06196	('DB00325', 'DB06196')	1
DB00325	DB06203	('DB00325', 'DB06203')	1
DB00325	DB06209	('DB00325', 'DB06209')	1
DB00325	DB06211	('DB00325', 'DB06211')	1
DB00325	DB06228	('DB00325', 'DB06228')	1
DB00325	DB06230	('DB00325', 'DB06230')	1
DB00325	DB06262	('DB00325', 'DB06262')	1
DB00325	DB06282	('DB00325', 'DB06282')	1
DB00325	DB06335	('DB00325', 'DB06335')	1
DB00325	DB06402	('DB00325', 'DB06402')	1
DB00325	DB06480	('DB00325', 'DB06480')	1
DB00325	DB06623	('DB00325', 'DB06623')	1
DB00325	DB06637	('DB00325', 'DB06637')	1
DB00325	DB06695	('DB00325', 'DB06695')	1
DB00325	DB06700	('DB00325', 'DB06700')	1
DB00325	DB06702	('DB00325', 'DB06702')	1
DB00325	DB06705	('DB00325', 'DB06705')	1
DB00325	DB06710	('DB00325', 'DB06710')	1
DB00325	DB06767	('DB00325', 'DB06767')	1
DB00325	DB06796	('DB00325', 'DB06796')	1
DB00325	DB06800	('DB00325', 'DB06800')	1
DB00325	DB06809	('DB00325', 'DB06809')	1
DB00325	DB06813	('DB00325', 'DB06813')	1
DB00325	DB06823	('DB00325', 'DB06823')	1
DB00325	DB08824	('DB00325', 'DB08824')	1
DB00325	DB08840	('DB00325', 'DB08840')	1
DB00325	DB08872	('DB00325', 'DB08872')	1
DB00325	DB08877	('DB00325', 'DB08877')	1
DB00325	DB08893	('DB00325', 'DB08893')	1
DB00325	DB08894	('DB00325', 'DB08894')	1
DB00325	DB08897	('DB00325', 'DB08897')	1
DB00325	DB08899	('DB00325', 'DB08899')	1
DB00325	DB08900	('DB00325', 'DB08900')	1
DB00325	DB08904	('DB00325', 'DB08904')	1
DB00325	DB08905	('DB00325', 'DB08905')	1
DB00325	DB08909	('DB00325', 'DB08909')	1
DB00325	DB08910	('DB00325', 'DB08910')	1
DB00325	DB08911	('DB00325', 'DB08911')	1
DB00325	DB08918	('DB00325', 'DB08918')	1
DB00325	DB08932	('DB00325', 'DB08932')	1
DB00325	DB08934	('DB00325', 'DB08934')	1
DB00325	DB09027	('DB00325', 'DB09027')	1
DB00325	DB09050	('DB00325', 'DB09050')	1
DB00325	DB09066	('DB00325', 'DB09066')	1
DB00325	DB09068	('DB00325', 'DB09068')	1
DB00325	DB09071	('DB00325', 'DB09071')	1
DB00325	DB09075	('DB00325', 'DB09075')	1
DB00325	DB09081	('DB00325', 'DB09081')	1
DB00325	DB09082	('DB00325', 'DB09082')	1
DB00325	DB09091	('DB00325', 'DB09091')	1
DB00325	DB09103	('DB00325', 'DB09103')	1
DB00325	DB09104	('DB00325', 'DB09104')	1
DB00325	DB09106	('DB00325', 'DB09106')	1
DB00325	DB09111	('DB00325', 'DB09111')	1
DB00325	DB09118	('DB00325', 'DB09118')	1
DB00325	DB09121	('DB00325', 'DB09121')	1
DB00325	DB09123	('DB00325', 'DB09123')	1
DB00325	DB09129	('DB00325', 'DB09129')	1
DB00325	DB09132	('DB00325', 'DB09132')	1
DB00325	DB09133	('DB00325', 'DB09133')	1
DB00325	DB09134	('DB00325', 'DB09134')	1
DB00325	DB09135	('DB00325', 'DB09135')	1
DB00325	DB09136	('DB00325', 'DB09136')	1
DB00325	DB09137	('DB00325', 'DB09137')	1
DB00325	DB09148	('DB00325', 'DB09148')	1
DB00325	DB09149	('DB00325', 'DB09149')	1
DB00325	DB09156	('DB00325', 'DB09156')	1
DB00325	DB09163	('DB00325', 'DB09163')	1
DB00325	DB09165	('DB00325', 'DB09165')	1
DB00325	DB09185	('DB00325', 'DB09185')	1
DB00325	DB09194	('DB00325', 'DB09194')	1
DB00325	DB09195	('DB00325', 'DB09195')	1
DB00325	DB09204	('DB00325', 'DB09204')	1
DB00325	DB09205	('DB00325', 'DB09205')	1
DB00325	DB09209	('DB00325', 'DB09209')	1
DB00325	DB09210	('DB00325', 'DB09210')	1
DB00325	DB09219	('DB00325', 'DB09219')	1
DB00325	DB09223	('DB00325', 'DB09223')	1
DB00325	DB09224	('DB00325', 'DB09224')	1
DB00325	DB09255	('DB00325', 'DB09255')	1
DB00325	DB09256	('DB00325', 'DB09256')	1
DB00325	DB09257	('DB00325', 'DB09257')	1
DB00325	DB09262	('DB00325', 'DB09262')	1
DB00325	DB09264	('DB00325', 'DB09264')	1
DB00325	DB09265	('DB00325', 'DB09265')	1
DB00325	DB09268	('DB00325', 'DB09268')	1
DB00325	DB09276	('DB00325', 'DB09276')	1
DB00325	DB09277	('DB00325', 'DB09277')	1
DB00325	DB09281	('DB00325', 'DB09281')	1
DB00325	DB09292	('DB00325', 'DB09292')	1
DB00325	DB09301	('DB00325', 'DB09301')	1
DB00325	DB09317	('DB00325', 'DB09317')	1
DB00325	DB09318	('DB00325', 'DB09318')	1
DB00325	DB09320	('DB00325', 'DB09320')	1
DB00325	DB09324	('DB00325', 'DB09324')	1
DB00325	DB09325	('DB00325', 'DB09325')	1
DB00325	DB09329	('DB00325', 'DB09329')	1
DB00325	DB09344	('DB00325', 'DB09344')	1
DB00325	DB09357	('DB00325', 'DB09357')	1
DB00325	DB09394	('DB00325', 'DB09394')	1
DB00325	DB09395	('DB00325', 'DB09395')	1
DB00325	DB09407	('DB00325', 'DB09407')	1
DB00325	DB09418	('DB00325', 'DB09418')	1
DB00325	DB09472	('DB00325', 'DB09472')	1
DB00325	DB09477	('DB00325', 'DB09477')	1
DB00325	DB09481	('DB00325', 'DB09481')	1
DB00325	DB09488	('DB00325', 'DB09488')	1
DB00325	DB09496	('DB00325', 'DB09496')	1
DB00325	DB09502	('DB00325', 'DB09502')	1
DB00325	DB09546	('DB00325', 'DB09546')	1
DB00325	DB09570	('DB00325', 'DB09570')	1
DB00325	DB11090	('DB00325', 'DB11090')	1
DB00325	DB11098	('DB00325', 'DB11098')	1
DB00325	DB11102	('DB00325', 'DB11102')	1
DB00325	DB11114	('DB00325', 'DB11114')	1
DB00325	DB11127	('DB00325', 'DB11127')	1
DB00325	DB11130	('DB00325', 'DB11130')	1
DB00325	DB11135	('DB00325', 'DB11135')	1
DB00325	DB11136	('DB00325', 'DB11136')	1
DB00325	DB11145	('DB00325', 'DB11145')	1
DB00325	DB11156	('DB00325', 'DB11156')	1
DB00325	DB11164	('DB00325', 'DB11164')	1
DB00325	DB11251	('DB00325', 'DB11251')	1
DB00325	DB11278	('DB00325', 'DB11278')	1
DB00325	DB11328	('DB00325', 'DB11328')	1
DB00325	DB11338	('DB00325', 'DB11338')	1
DB00325	DB11358	('DB00325', 'DB11358')	1
DB00325	DB11364	('DB00325', 'DB11364')	1
DB00325	DB11560	('DB00325', 'DB11560')	1
DB00325	DB11577	('DB00325', 'DB11577')	1
DB00325	DB11587	('DB00325', 'DB11587')	1
DB00325	DB11598	('DB00325', 'DB11598')	1
DB00325	DB11642	('DB00325', 'DB11642')	1
DB00325	DB11691	('DB00325', 'DB11691')	1
DB00325	DB11699	('DB00325', 'DB11699')	1
DB00325	DB11817	('DB00325', 'DB11817')	1
DB00325	DB11901	('DB00325', 'DB11901')	1
DB00325	DB11915	('DB00325', 'DB11915')	1
DB00325	DB11989	('DB00325', 'DB11989')	1
DB00325	DB12007	('DB00325', 'DB12007')	1
DB00325	DB12107	('DB00325', 'DB12107')	1
DB00325	DB12161	('DB00325', 'DB12161')	1
DB00325	DB12278	('DB00325', 'DB12278')	1
